Method,Name,Error,Occurrences
GET,/api/customer/owners,HTTPError('405 Client Error: Method Not Allowed for url: /api/customer/owners'),200
POST,POST /owners (criar),CatchResponseError('Status 503'),2672
GET,GET /vets,CatchResponseError('Status 405'),5275
GET,GET /owners/{id},CatchResponseError('Status 405'),5997
GET,GET /owners (lista),CatchResponseError('Status 405'),10495
