Method,Name,Error,Occurrences
GET,/api/customer/owners,HTTPError('405 Client Error: Method Not Allowed for url: /api/customer/owners'),196
POST,POST /owners (criar),CatchResponseError('Status 503'),2560
GET,GET /vets,CatchResponseError('Status 405'),5055
GET,GET /owners/{id},CatchResponseError('Status 405'),5923
GET,GET /owners (lista),CatchResponseError('Status 405'),10615
