Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,50,45,10000.0,9097.000321998494,771.1930999939796,10031.275499990443,90400.7,0.08352896889996626,0.07517607200996963,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,GET /owners (lista),4364,4316,5,883.8730648485639,2.8375000110827386,10081.544899992878,10127.144362969753,7.290408405589055,7.2102205954450875,5,5,6,7,15,10000,10000,10000,10000,10000,10000
GET,GET /owners/{id},2935,2844,5,769.36155853505,2.8280000115046278,10019.411600005697,151.54855195911415,4.90315047442802,4.751127751030081,5,5,6,7,14,10000,10000,10000,10000,10000,10000
GET,GET /vets,2194,1971,5,5.59401818610392,3.0199000029824674,23.63100000366103,192.14175022789425,3.6652511553305196,3.2927119540366703,5,5,6,6,8,11,14,16,22,24,24
POST,POST /owners (criar),1188,1154,47,742.3733303032399,3.0732000013813376,10057.330199997523,56.4040404040404,1.9846483010631983,1.9278486022112213,47,48,49,49,55,10000,10000,10000,10000,10000,10000
,Aggregated,10731,10330,5,695.588578669273,2.8280000115046278,10081.544899992878,4626.619606746808,17.92698730531076,17.25708497473303,5,6,8,12,48,10000,10000,10000,10000,10000,10000
