Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,50,0,3100.0,3489.8850819910876,1538.837300031446,7183.099400019273,571796.58,0.07573165351760422,0.0,3100,3800,4600,5000,6500,6500,7200,7200,7200,7200,7200
GET,GET /owners (lista),2445,17,5300.0,5410.198122453874,1715.6250999541953,10068.557300022803,610195.8625766871,3.7032778570108467,0.025748762195985438,5300,5800,6200,6500,7200,8000,9500,9800,10000,10000,10000
GET,GET /owners/{id},1881,0,2600.0,2680.40716539169,10.112300049513578,8102.611699956469,146.0,2.849024805332271,0.0,2600,3100,3400,3600,4200,4800,5700,6400,8000,8100,8100
GET,GET /vets,1264,0,10,14.582786866378251,5.746999988332391,1381.2031999696046,653.0,1.9144962009250348,0.0,10,14,17,18,21,28,38,55,590,1400,1400
POST,POST /owners (criar),630,0,2800.0,2869.72438206024,22.29090000037104,9237.904499983415,146.0,0.9542188343218132,0.0,2800,3300,3600,3800,4500,5400,6400,6800,9200,9200,9200
,Aggregated,6270,17,3200.0,3232.9559082772103,5.746999988332391,10068.557300022803,242697.0830940989,9.49674935110757,0.025748762195985438,3200,4400,5000,5300,6300,7000,8000,9000,10000,10000,10000
