Method,Name,Error,Occurrences
GET,/api/customer/owners,HTTPError('405 Client Error: Method Not Allowed for url: /api/customer/owners'),3
POST,POST /owners (criar),CatchResponseError('Status 503'),315
GET,GET /vets,CatchResponseError('Status 405'),667
GET,GET /owners/{id},CatchResponseError('Status 405'),1016
GET,GET /owners (lista),CatchResponseError('Status 405'),1666
