Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760756093,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760756094,5,,Aggregated,0.000000,0.000000,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,5,0,970.0,958.3362799981842,856.560799991712,1041.261399994255,787592.0
1760756095,15,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756096,20,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756097,25,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756098,30,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756099,35,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756100,40,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756101,45,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756102,50,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756103,50,,Aggregated,0.000000,0.000000,920,970,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,860.0,632.233662501676,53.29780001193285,1041.261399994255,492296.75
1760756104,50,,Aggregated,0.888889,0.000000,1000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,15,6,1000.0,5001.140580000356,53.29780001193285,10045.102599993697,315123.2
1760756105,50,,Aggregated,0.800000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,20,11,10000.0,6256.937749998906,53.29780001193285,10045.102599993697,236379.15
1760756106,50,,Aggregated,0.800000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,27,17,10000.0,6862.071777775849,15.279399987775832,10045.102599993697,175152.5185185185
1760756107,50,,Aggregated,0.700000,0.600000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,35,24,10000.0,7297.124354284357,6.76499999826774,10046.73639999237,135163.14285714287
1760756108,50,,Aggregated,1.200000,1.100000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,43,29,10000.0,7105.007669766268,6.76499999826774,10046.73639999237,110079.16279069768
1760756109,50,,Aggregated,2.000000,1.800000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,50,34,10000.0,7111.891569998988,6.706199987092987,10046.73639999237,94708.9
1760756110,50,,Aggregated,2.700000,2.400000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,57,39,10000.0,7117.838845613286,6.706199987092987,10046.73639999237,83113.78947368421
1760756111,50,,Aggregated,3.600000,2.900000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,66,44,10000.0,6907.103804544242,6.706199987092987,10046.73639999237,71830.80303030302
1760756112,50,,Aggregated,4.300000,3.400000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,72,49,10000.0,7027.792522220908,6.706199987092987,10046.73639999237,65864.18055555556
1760756113,50,,Aggregated,5.000000,3.900000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,73,49,10000.0,6931.642204108457,6.706199987092987,10046.73639999237,64970.87671232877
1760756114,50,,Aggregated,5.800000,4.400000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,78,54,10000.0,7128.880867947793,6.706199987092987,10046.73639999237,60814.307692307695
