Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760752127,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760752128,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760752129,10,,Aggregated,0.000000,0.000000,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,0,1900.0,1602.753666668529,89.14809999987483,2002.7435000083642,601298.8333333334
1760752130,15,,Aggregated,0.000000,0.000000,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,0,1900.0,1602.753666668529,89.14809999987483,2002.7435000083642,601298.8333333334
1760752131,25,,Aggregated,0.000000,0.000000,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,0,1900.0,1602.753666668529,89.14809999987483,2002.7435000083642,601298.8333333334
1760752132,30,,Aggregated,0.000000,0.000000,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,0,1900.0,1602.753666668529,89.14809999987483,2002.7435000083642,601298.8333333334
1760752133,35,,Aggregated,0.000000,0.000000,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,0,1900.0,1602.753666668529,89.14809999987483,2002.7435000083642,601298.8333333334
1760752134,40,,Aggregated,1.200000,0.000000,1900,2000,2000,2000,5700,5700,5700,5700,5700,5700,5700,7,0,1900.0,2184.1337857144285,89.14809999987483,5672.414499989827,618460.1428571428
1760752135,45,,Aggregated,1.000000,0.000000,5700,5700,6200,6200,6800,6800,6800,6800,6800,6800,6800,12,0,2000.0,3922.8286750003463,89.14809999987483,6837.481599999592,601255.8333333334
1760752136,50,,Aggregated,0.857143,0.000000,5700,6200,6200,6800,6800,6900,6900,6900,6900,6900,6900,13,0,5700.0,4154.131761538268,89.14809999987483,6929.768799993326,610499.8461538461
1760752137,50,,Aggregated,0.875000,0.000000,6200,6800,6900,6900,7300,7500,7500,7500,7500,7500,7500,16,0,5700.0,4747.963918750429,89.14809999987483,7514.748600005987,631298.875
1760752138,50,,Aggregated,1.333333,0.000000,6200,6800,6900,7200,7500,8600,8600,8600,8600,8600,8600,17,0,6200.0,4973.7029882355055,89.14809999987483,8585.528099996736,636600.5882352941
1760752139,50,,Aggregated,1.400000,0.000000,6200,6900,7300,7500,10000,10000,10000,10000,10000,10000,10000,22,3,6200.0,5211.799981818662,6.607499992242083,10037.100900008227,491997.9090909091
1760752140,50,,Aggregated,1.600000,0.000000,6800,7500,10000,10000,10000,10000,10000,10000,10000,10000,10000,27,8,6800.0,6102.304481481918,6.607499992242083,10037.100900008227,400914.22222222225
