Method,Name,Error,Occurrences
GET,/api/customer/owners,HTTPError('405 Client Error: Method Not Allowed for url: /api/customer/owners'),50
POST,POST /owners (criar),CatchResponseError('Status 503'),1067
GET,GET /vets,CatchResponseError('Status 405'),1970
GET,GET /owners/{id},CatchResponseError('Status 405'),2827
GET,GET /owners (lista),CatchResponseError('Status 405'),4355
