Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,100,0,170.0,183.9464130019769,81.88549999613315,384.485799993854,3682.45,0.15145837728792588,0.0,170,180,200,240,320,340,370,380,380,380,380
GET,GET /owners (lista),9528,0,880.0,1322.3110787256996,11.952999979257584,8216.053699958138,163505.59109991603,14.430954187993576,0.0,880,1800,2400,2600,3300,3700,4300,4800,5800,8200,8200
GET,GET /owners/{id},6918,0,190.0,775.8780961981566,5.154199956450611,7606.663400016259,177.80239953743856,10.477890540778711,0.0,190,980,1500,1700,2300,2700,3200,3700,5200,7600,7600
GET,GET /vets,4675,0,16,20.71165514398954,6.087100016884506,571.416600025259,653.0,7.0806791382105345,0.0,16,21,24,27,35,50,72,100,180,570,570
POST,POST /owners (criar),1905,0,72,559.116795801147,5.569699977058917,4098.094700020738,145.43412073490813,2.885282087334988,0.0,72,430,880,1200,1900,2300,2700,3000,4000,4100,4100
,Aggregated,23126,0,130.0,827.9358191082291,5.154199956450611,8216.053699958138,67578.02391247946,35.02626433160574,0.0,130,840,1500,1900,2700,3200,3800,4300,5500,7600,8200
