Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760790173,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790174,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790175,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790176,80,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790177,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790178,120,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790179,140,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790180,160,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790181,180,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790182,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760790183,200,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,23,20,10000.0,8734.80387391148,8.204199999454431,10052.344199997606,213.8695652173913
1760790184,200,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,48,40,10000.0,8369.0144729156,6.080200008000247,10068.681400007335,232.16666666666666
1760790185,200,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,80,72,10000.0,7539.294787499966,5.02710000728257,10074.50859999517,193.45
1760790186,200,,Aggregated,2.300000,2.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,124,116,10000.0,6483.5667685480485,3.4663999977055937,10074.50859999517,174.54032258064515
1760790187,200,,Aggregated,4.800000,4.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,177,169,10000.0,5683.523100564939,3.4663999977055937,10081.1529999919,164.80225988700565
1760790188,200,,Aggregated,8.400000,7.600000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,231,223,10000.0,5224.508752380533,3.4663999977055937,10081.1529999919,158.56709956709958
1760790189,200,,Aggregated,12.800000,12.000000,46,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,267,259,46,4746.435598501498,3.0335000046761706,10081.1529999919,155.44569288389513
1760790190,200,,Aggregated,18.000000,17.200000,45,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,365,357,45,4421.790300821727,3.0335000046761706,10267.429400002584,150.7835616438356
1760790191,200,,Aggregated,24.200000,23.400000,26,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,436,428,26,4029.434548623765,3.0335000046761706,10267.429400002584,148.94724770642202
1760790192,200,,Aggregated,30.900000,30.100000,15,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,536,528,15,3767.331519962657,2.965899999253452,10267.429400002584,146.3917910447761
1760790193,200,,Aggregated,37.200000,36.400000,11,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,606,598,11,3498.1806001651153,2.965899999253452,10267.429400002584,145.31848184818483
1760790194,200,,Aggregated,45.800000,45.000000,9,90,10000,10000,10000,10000,10000,10000,10000,10000,10000,680,672,9,3280.4823047059535,2.965899999253452,10267.429400002584,143.91470588235293
1760790195,200,,Aggregated,54.800000,54.000000,9,52,10000,10000,10000,10000,10000,10000,10000,10000,10000,745,737,9,3048.8690962416163,2.965899999253452,10267.429400002584,142.9288590604027
1760790196,200,,Aggregated,59.700000,59.200000,7,47,10000,10000,10000,10000,10000,10000,10000,10000,10000,805,797,7,2822.3411889440627,2.965899999253452,10267.429400002584,142.48447204968943
1760790197,200,,Aggregated,64.600000,64.600000,7,45,10000,10000,10000,10000,10000,10000,10000,10000,10000,881,873,7,2579.5737488081427,2.9540999967139214,10267.429400002584,142.16458569807037
1760790198,200,,Aggregated,67.300000,67.300000,6,21,74,10000,10000,10000,10000,10000,10000,10000,10000,957,949,6,2375.5687550678804,2.9540999967139214,10267.429400002584,141.4085684430512
