Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,200,0,400.0,718.5925804945873,163.99749997071922,2955.9361999854445,5057.775,0.5555651932787052,0.0,400,540,1400,1400,1700,1900,2500,2900,3000,3000,3000
GET,GET /owners (lista),6368,17,2400.0,3249.0178195351773,25.70599998580292,10043.70880004717,122256.59029522612,17.689195753993975,0.047223041428689945,2400,4600,5400,6000,7600,8100,8500,8800,10000,10000,10000
GET,GET /owners/{id},4807,11,1800.0,2716.9851288332547,6.330100004561245,10021.021599997766,178.50488870397336,13.353009420453681,0.03055608563032879,1800,3900,4700,5300,6800,7200,7600,7800,10000,10000,10000
GET,GET /vets,3298,1863,17,33.80272452971684,4.136100003961474,2000.993199995719,362.65009096422074,9.161270037165849,5.17508977539114,17,24,29,34,50,70,120,370,1800,2000,2000
POST,POST /owners (criar),1613,6,1800.0,2674.264210167973,7.9329999862238765,10045.921399956569,144.98946063236207,4.480633283792757,0.016666955798361156,1800,3800,4600,5300,6700,7300,7700,7900,10000,10000,10000
,Aggregated,16286,1897,1100.0,2352.884751424552,4.136100003961474,10045.921399956569,48006.2313029596,45.23967368868497,5.269535858248519,1100,3000,4400,5000,6800,7600,8200,8500,10000,10000,10000
