Method,Name,Error,Occurrences
GET,/api/customer/owners,HTTPError('405 Client Error: Method Not Allowed for url: /api/customer/owners'),200
POST,POST /owners (criar),CatchResponseError('Status 503'),2655
GET,GET /vets,CatchResponseError('Status 405'),5120
GET,GET /owners/{id},CatchResponseError('Status 405'),6247
GET,GET /owners (lista),CatchResponseError('Status 405'),10270
